time,J_v
0.002777778,1217.284936
0.005555556,1519.922253
0.008333333,1571.474109
0.011111111,1711.537594
0.013888889,1103.225228
0.016666667,1149.078401
0.019444444,1149.919623
0.022222222,1151.303897
0.025,1183.757406
0.027777778,1277.321322
0.030555556,1164.525336
0.033333333,1167.583303
0.036111111,1153.381743
0.038888889,1165.596853
0.041666667,1153.625682
0.044444444,1166.565081
0.047222222,1145.473519
0.05,1146.657729
0.052777778,1133.936708
0.055555556,1131.19315
0.058333333,1122.397317
0.061111111,1117.842371
0.063888889,1085.391306
0.066666667,1090.990187
0.069444444,1116.148072
0.072222222,1096.782719
0.075,1095.27319
0.077777778,1086.920757
0.080555556,1100.186167
0.083333333,1101.299163
0.086111111,1085.587177
0.088888889,1105.843336
0.091666667,1090.983375
0.094444444,1076.982837
0.097222222,1074.471039
0.1,1070.220064
0.102777778,1081.617474
0.105555556,1078.621247
0.108333333,1054.796507
0.111111111,1060.193852
0.113888889,1048.564304
0.116666667,1047.494309
0.119444444,1042.97493
0.122222222,1040.121629
0.125,1036.496747
0.127777778,1031.684851
0.130555556,1046.7261
0.133333333,1031.187639
0.136111111,1038.483765
0.138888889,1034.913902
0.141666667,1019.320196
0.144444444,1017.48306
0.147222222,1021.419413
0.15,1008.282116
0.152777778,1019.526889
0.155555556,1005.449713
0.158333333,1007.711014
0.161111111,1001.664032
0.163888889,993.8039241
0.166666667,993.3008763
0.169444444,980.8213883
0.172222222,992.9841101
0.175,1004.73211
0.177777778,970.9787011
0.180555556,986.0262114
0.183333333,983.9326062
0.186111111,972.4524399
0.188888889,968.9888586
0.191666667,977.1493243
0.194444444,980.5321584
0.197222222,983.5921137
0.2,974.9630922
0.202777778,982.1598368
0.205555556,967.162889
0.208333333,968.9908128
0.211111111,959.7416866
0.213888889,961.9624413
0.216666667,954.9850823
0.219444444,937.4974939
0.222222222,931.1455521
0.225,935.7248
0.227777778,922.6526058
0.230555556,929.351892
0.233333333,918.1761687
0.236111111,932.739955
0.238888889,918.2207496
0.241666667,918.0629742
0.244444444,939.8738553
0.247222222,945.2390477
0.25,933.8350791
0.252777778,916.1465329
0.255555556,924.8096112
0.258333333,925.1256089
0.261111111,928.8358941
0.263888889,926.6195855
0.266666667,921.0332153
0.269444444,921.6139632
0.272222222,920.6588226
0.275,918.4943645
0.277777778,918.6722212
0.280555556,877.6610787
0.283333333,891.9524258
0.286111111,887.0275275
0.288888889,885.4093919
0.291666667,881.2702289
0.294444444,905.7510469
0.297222222,897.7475609
0.3,910.1213538
0.302777778,891.8993586
0.305555556,894.0059531
0.308333333,865.07936
0.311111111,880.8168091
0.313888889,881.1616489
0.316666667,873.1741412
0.319444444,876.090211
0.322222222,901.0565337
0.325,891.8919123
0.327777778,870.097485
0.330555556,881.6075904
0.333333333,872.3969067
0.336111111,874.0649262
0.338888889,869.6440945
0.341666667,871.1306619
0.344444444,881.6730933
0.347222222,883.3278145
0.35,861.1403436
0.352777778,849.4434282
0.355555556,842.2447272
0.358333333,857.8229055
0.361111111,834.7718251
0.363888889,846.20832
0.366666667,844.4130155
0.369444444,837.158932
0.372222222,842.0946229
0.375,848.8332055
0.377777778,839.9874655
0.380555556,830.000546
0.383333333,839.076574
0.386111111,847.3034363
0.388888889,843.5895669
0.391666667,852.4849158
0.394444444,838.8190395
0.397222222,840.8827228
0.4,833.2384747
0.402777778,831.0921531
0.405555556,826.640455
0.408333333,824.7724379
0.411111111,828.2705555
0.413888889,809.9369832
0.416666667,822.1581049
0.419444444,820.6664953
0.422222222,819.1214539
0.425,821.4741176
0.427777778,812.4189702
0.430555556,807.7042196
0.433333333,799.2482032
0.436111111,822.1453432
0.438888889,804.2935845
0.441666667,817.2341066
0.444444444,798.1598272
0.447222222,802.2860047
0.45,799.5572767
0.452777778,797.3526067
0.455555556,794.9700599
0.458333333,793.4527256
0.461111111,810.0487627
0.463888889,791.7858618
0.466666667,814.4228697
0.469444444,805.078313
0.472222222,798.4270648
0.475,812.2470159
0.477777778,783.1703181
0.480555556,792.1349253
0.483333333,790.6997001
0.486111111,786.4287023
0.488888889,803.2121204
0.491666667,797.7584169
0.494444444,781.8635796
0.497222222,785.7679756
0.5,783.6259078
0.502777778,790.4473032
0.505555556,785.1473066
0.508333333,795.9725517
0.511111111,791.9176259
0.513888889,804.9463782
0.516666667,800.3980084
0.519444444,803.6357533
0.522222222,790.2717805
0.525,778.2663625
0.527777778,760.0877111
0.530555556,779.7855964
0.533333333,777.4269098
0.536111111,759.9686972
0.538888889,780.3877568
0.541666667,771.1279943
0.544444444,769.9321462
0.547222222,773.535243
0.55,771.0898462
0.552777778,768.0953913
0.555555556,777.4805033
0.558333333,773.2236572
0.561111111,776.8054708
0.563888889,768.4783048
0.566666667,749.9112175
0.569444444,766.7674051
0.572222222,772.0913586
0.575,754.1360066
0.577777778,754.1113119
0.580555556,749.8239964
0.583333333,744.8204088
0.586111111,745.191923
0.588888889,749.3601877
0.591666667,750.3457458
0.594444444,734.9211598
0.597222222,749.4934537
0.6,745.5055287
0.602777778,764.124048
0.605555556,733.7444151
0.608333333,746.9401003
0.611111111,749.4831038
0.613888889,748.7634011
0.616666667,745.6682768
0.619444444,757.2740188
0.622222222,736.6008445
0.625,739.1578555
0.627777778,740.2750995
0.630555556,752.5593265
0.633333333,744.4767288
0.636111111,742.279876
0.638888889,745.8333107
0.641666667,752.8586445
0.644444444,745.2746733
0.647222222,731.4026255
0.65,746.6320005
0.652777778,749.220651
0.655555556,749.4519273
0.658333333,740.7022583
0.661111111,736.3189659
0.663888889,733.0927296
0.666666667,738.7855439
0.669444444,728.5845845
0.672222222,728.2536682
0.675,761.4250921
0.677777778,697.1494471
0.680555556,711.1046547
0.683333333,727.4237218
0.686111111,708.7219689
0.688888889,724.7506912
0.691666667,724.5182172
0.694444444,717.6528576
0.697222222,726.1552567
0.7,716.6776238
0.702777778,726.0177515
0.705555556,709.43672
0.708333333,716.6947472
0.711111111,704.8813754
0.713888889,710.5751327
0.716666667,707.9604
0.719444444,709.0935493
0.722222222,706.3442672
0.725,713.813545
0.727777778,715.073959
0.730555556,704.5116698
0.733333333,703.6727759
0.736111111,738.0210776
0.738888889,722.1746138
0.741666667,722.7596167
0.744444444,710.1521546
0.747222222,716.1562468
0.75,704.1039129
0.752777778,704.7349177
0.755555556,700.0147726
0.758333333,716.8221722
0.761111111,710.9326254
0.763888889,712.2969164
0.766666667,714.839814
0.769444444,714.0483998
0.772222222,708.0405813
0.775,705.8993786
0.777777778,696.9725434
0.780555556,686.9266984
0.783333333,683.8125623
0.786111111,695.5686643
0.788888889,698.2118127
0.791666667,704.0814158
0.794444444,697.5967825
0.797222222,698.6335224
0.8,682.5353745
0.802777778,688.8326611
0.805555556,688.363205
0.808333333,698.4282807
0.811111111,690.391449
0.813888889,684.9437462
0.816666667,703.488749
0.819444444,702.8144761
0.822222222,684.9623135
0.825,679.6285841
0.827777778,685.7846061
0.830555556,697.4475709
0.833333333,679.0519482
0.836111111,691.582877
0.838888889,710.6877942
0.841666667,687.8548578
0.844444444,688.3279854
0.847222222,687.7127893
0.85,688.083611
0.852777778,681.0744149
0.855555556,683.2458551
0.858333333,674.8001197
0.861111111,670.0098003
0.863888889,676.4150629
0.866666667,676.777017
0.869444444,688.5647115
0.872222222,672.4756799
0.875,684.036561
0.877777778,679.6103814
0.880555556,689.6486044
0.883333333,684.9927282
0.886111111,693.8527921
0.888888889,672.2824148
0.891666667,675.0726821
0.894444444,680.4568661
0.897222222,676.403171
0.9,682.3545357
0.902777778,664.893253
0.905555556,667.9993151
0.908333333,668.4454693
0.911111111,656.9185525
0.913888889,662.5887135
0.916666667,657.7052546
0.919444444,654.2127534
0.922222222,678.3027762
0.925,664.184827
0.927777778,654.520299
0.930555556,663.9025586
0.933333333,660.4615227
0.936111111,660.9612259
0.938888889,667.8537385
0.941666667,657.9524304
0.944444444,652.7250101
0.947222222,680.2896534
0.95,671.2543029
0.952777778,672.5187957
0.955555556,634.9697852
0.958333333,667.598996
0.961111111,663.688486
0.963888889,656.1557291
0.966666667,673.5490689
0.969444444,672.071382
0.972222222,662.7062756
0.975,670.7758948
0.977777778,656.5056303
0.980555556,659.8800911
0.983333333,664.9048085
0.986111111,652.7413024
0.988888889,660.4156945
0.991666667,650.5046206
0.994444444,659.8887409
0.997222222,652.5356055
