Time,J_v
0.419444,1093.93002
0.422222,1076.588722
0.425,1064.193141
0.427778,1072.461796
0.430556,1051.885436
0.433333,1069.018203
0.436111,1063.156652
0.438889,1053.212284
0.441667,1078.453491
0.444444,1060.236841
0.447222,1059.03042
0.45,1049.960836
0.452778,1059.746549
0.455556,1046.777992
0.458333,1048.776676
0.461111,1041.656011
0.463889,1054.341611
0.466667,1026.469312
0.469444,1030.137461
0.472222,1028.154985
0.475,1031.939266
0.477778,1018.196952
0.480556,1015.456946
0.483333,1037.196794
0.486111,1032.531642
0.488889,1123.856422
0.491667,1034.493385
0.494444,1024.294067
0.497222,1048.116478
0.5,1030.583873
0.502778,1021.848047
0.505556,1037.314237
0.508333,1011.024436
0.511111,1014.120477
0.513889,1018.148715
0.516667,996.8926887
0.519444,1000.851734
0.522222,1015.966459
0.525,1035.073888
0.527778,1011.854072
0.530556,1021.036016
0.533333,1005.505049
0.536111,997.3808205
0.538889,996.9516116
0.541667,994.5747618
0.544444,999.4346889
0.547222,1001.416689
0.55,986.2810526
0.552778,998.5454945
0.555556,974.8378278
0.558333,1010.759563
0.561111,1020.61293
0.563889,1012.043007
0.566667,1008.375073
0.569444,1015.030918
0.572222,1006.626353
0.575,994.4582236
0.577778,963.8111114
0.580556,963.8427395
0.583333,955.7534521
0.586111,979.52635
0.588889,992.7029836
0.591667,976.8794767
0.594444,998.8879913
0.597222,982.6446881
0.6,1005.943338
0.602778,991.3432088
0.605556,986.8527211
0.608333,977.348987
0.611111,972.3868593
0.613889,969.2262538
0.616667,956.8587574
0.619444,964.1499779
0.622222,940.3640019
0.625,933.2348482
0.627778,953.1741177
0.630556,984.3400662
0.633333,994.4274748
0.636111,968.2636203
0.638889,958.6652989
0.641667,958.4648721
0.644444,950.5058169
0.647222,934.5494246
0.65,948.6534897
0.652778,935.2924184
0.655556,942.6857534
0.658333,933.6526156
0.661111,930.7748597
0.663889,912.7617373
0.666667,937.7082024
0.669444,941.7599565
0.672222,946.9209683
0.675,967.8477393
0.677778,947.5401112
0.680556,951.6785312
0.683333,929.5494858
0.686111,924.1367833
0.688889,900.6073942
0.691667,905.0241391
0.694444,903.9369916
0.697222,916.6353946
0.7,914.4937723
0.702778,921.4492765
0.705556,933.8632102
0.708333,937.4974566
0.711111,938.8229539
0.713889,943.1787326
0.716667,925.2139434
0.719444,927.3590484
0.722222,922.6962708
0.725,918.4770865
0.727778,896.9681612
0.730556,910.9218143
0.733333,944.4570121
0.736111,939.6774435
0.738889,927.9507931
0.741667,913.77201
0.744444,901.0343997
0.747222,896.3977857
0.75,907.6422087
0.752778,910.7112356
0.755556,904.5077962
0.758333,892.0201971
0.761111,896.5092596
0.763889,928.191199
0.766667,936.680078
0.769444,939.6768384
0.772222,928.3850671
0.775,924.7539443
0.777778,903.4179533
0.780556,907.889105
0.783333,874.6371152
0.786111,931.547576
0.788889,923.1587364
0.791667,925.4661657
0.794444,933.2140021
0.797222,918.8319667
0.8,916.755713
0.802778,906.4050632
0.805556,925.8108592
0.808333,915.6677585
0.811111,909.53495
0.813889,888.1362978
0.816667,893.2587782
0.819444,893.1416692
0.822222,878.5430807
0.825,928.3596044
0.827778,919.0782263
0.830556,914.8509114
0.833333,880.4591126
0.836111,892.5086189
0.838889,885.2942267
0.841667,886.5121041
0.844444,895.0970773
0.847222,906.3201481
0.85,906.2091403
0.852778,915.3625187
0.855556,920.0997987
0.858333,932.9416692
0.861111,914.6094551
0.863889,905.3647246
0.866667,906.2665184
0.869444,888.2267606
0.872222,880.2990669
0.875,895.8068952
0.877778,880.2628727
0.880556,904.3529297
0.883333,924.2722769
0.886111,911.8821253
0.888889,899.2224654
0.891667,886.8898185
0.894444,878.4532501
0.897222,873.0009484
0.9,872.3545265
0.902778,878.1243015
0.905556,872.8904859
0.908333,870.4787979
0.911111,863.9918459
0.913889,889.2054443
0.916667,902.3706404
0.919444,901.9697834
0.922222,902.0805097
0.925,901.0529906
0.927778,890.18421
0.930556,876.9943217
0.933333,871.5798224
0.936111,856.8344357
0.938889,893.8227026
0.941667,899.0652511
0.944444,907.8629989
0.947222,917.5566634
0.95,908.5829393
0.952778,897.4798736
0.955556,902.951899
0.958333,887.1177494
0.961111,895.4728335
0.963889,878.2904543
0.966667,861.6908409
0.969444,860.3093774
0.972222,865.8288139
0.975,846.5669896
0.977778,878.0128454
0.980556,894.6440771
0.983333,889.7115412
0.986111,882.7621581
0.988889,884.7504424
0.991667,870.9741424
0.994444,859.8705296
0.997222,864.6750275
1,864.5271644
1.002778,865.5323222
1.005556,849.8248185
1.008333,830.5151422
1.011111,839.8454655
1.013889,839.1280335
1.019444,857.0378781
1.022222,862.0329755
