time,J_v
0.002777778,1905.534361
0.005555558,2815.324316
0.008333338,2673.812623
0.011111118,2822.204241
0.013888898,2988.001203
0.016666678,2875.802592
0.019444458,2728.393372
0.022222238,2636.811326
0.025000018,2596.647152
0.027777798,2451.009682
0.030555578,2484.902685
0.033333358,2432.724563
0.036111138,2924.902198
0.038888918,2422.821298
0.041666698,2398.186368
0.044444478,2310.539032
0.047222258,2280.709346
0.050000038,2255.49453
0.052777818,2254.510615
0.055555598,2187.213395
0.058333378,2137.085883
0.061111158,2099.98057
0.063888938,2047.320113
0.066666718,2370.459619
0.069444498,1988.084567
0.072222278,1926.126299
0.075000058,1951.348403
0.077777838,1937.692796
0.080555618,2508.716043
0.083333398,1878.724933
0.086111178,1892.175429
0.088888958,1835.776327
0.091666738,1891.469078
0.094444518,1818.914697
0.097222298,1803.054189
0.100000078,1778.053342
0.102777858,1746.028059
0.105555638,1698.661917
0.108333418,1652.73612
0.111111198,1665.042734
0.113888978,1692.223927
0.116666758,1704.999474
0.119444538,1677.851589
0.122222318,1661.88159
0.125000098,1634.141069
0.127777878,1620.23566
0.130555658,1562.889222
0.133333438,1572.427474
0.136111218,1582.091092
0.138888998,1564.690746
0.141666778,1547.864592
0.144444558,1528.429029
0.147222338,1422.29758
0.150000118,1459.159017
0.152777898,1449.340098
0.155555678,1434.854556
0.158333458,1416.789016
0.161111238,1425.585082
0.163889018,1445.591057
0.166666798,1453.204163
0.169444578,1448.722014
0.172222358,1415.475951
0.175000138,1403.244602
0.177777918,1377.462558
0.180555698,1383.912204
0.183333478,1377.666796
0.186111258,1385.478287
0.188889038,1311.613705
0.191666818,1326.119044
0.194444598,1324.106776
0.197222378,1314.16031
0.200000158,1376.750874
0.202777938,1166.845148
0.205555718,1254.737851
0.208333498,1254.411193
0.211111278,1308.916679
0.213889058,1311.372862
0.216666838,1280.981769
0.219444618,1293.430189
0.222222398,1273.574483
0.225000178,1267.532303
0.227777958,1261.470268
0.230555738,1253.859229
0.233333518,1254.566965
0.236111298,1256.546017
0.238889078,1251.527891
0.241666858,1253.947475
0.244444638,1230.888914
0.247222418,1231.290195
0.250000198,1229.703105
0.252777978,1224.203593
0.255555758,1245.321245
0.258333538,1250.345299
0.261111318,1259.88757
0.263889098,1236.702146
0.266666878,1216.477931
0.269444658,1188.399089
0.272222438,1177.386137
0.275000218,1206.212792
0.277777998,1169.186415
0.280555778,1174.809887
0.283333558,1176.084335
0.286111338,1147.112196
0.288889118,1152.926637
0.291666898,1168.316725
0.294444678,1107.193641
0.297222458,1120.016587
0.300000238,1123.893672
0.302778018,1121.129367
0.305555798,1101.715554
0.308333578,1123.876634
0.311111358,1139.622416
0.313889138,1142.773682
0.316666918,1153.328513
0.319444698,1142.503304
0.322222478,1138.749624
0.325000258,1131.156587
0.327778038,1119.960946
0.330555818,1131.554946
0.333333598,1137.161687
0.336111378,1127.46472
0.338889158,1114.525562
0.341666938,1118.964771
0.344444718,1114.365266
0.347222498,1103.068627
0.350000278,1116.520975
0.352778058,1091.08329
0.355555838,1082.013391
0.358333618,1074.436946
0.361111398,1064.99113
